	Species	Genes	Methylobacterium durans	Methylobacterium indicum	Methylobacterium phyllosphaerae	Methylobacterium radiodurans	Methylobacterium terrae	mean ZH-Score
2810	5	5	WP_236960789.1	WP_048430205.1	WP_236952863.1	WP_109954171.1	WP_048443496.1	2041.1994357142855
2292	5	5	WP_109895649.1	WP_207181312.1	WP_091955064.1	WP_109951430.1	WP_109959396.1	2038.8498695652174
2359	5	5	WP_109895822.1	WP_244278496.1	WP_078947064.1	WP_109952195.1	WP_245442590.1	2035.2128833333336
563	5	5	WP_109888521.1	WP_207178674.1	WP_043384982.1	WP_109952929.1	WP_109959575.1	2034.125728571429
758	5	6	WP_109889435.1	WP_048425843.1	WP_043353382.1,WP_043385237.1	WP_109950059.1	WP_109962368.1	2033.4069611111106
2133	5	5	WP_109895166.1	WP_207179706.1	WP_043759068.1	WP_109951862.1	WP_109958448.1	2032.576289473684
389	5	5	WP_109887614.1	WP_048429176.1	WP_043380367.1	WP_109951375.1	WP_109960245.1	2028.7560750000002
2250	5	5	WP_109895548.1	WP_048425828.1	WP_043387380.1	WP_109952584.1	WP_109960469.1	2028.3092699999997
700	5	5	WP_109889255.1	WP_048428448.1	WP_043379336.1	WP_109950849.1	WP_109961336.1	2022.9418888888888
748	5	5	WP_109889408.1	WP_207180960.1	WP_043354027.1	WP_109951021.1	WP_109961274.1	2022.3274095238096
920	5	5	WP_109889870.1	WP_207177859.1	WP_043355339.1	WP_109953610.1	WP_109958215.1	2021.589453846154
2835	5	7	WP_236960924.1	WP_207180968.1,WP_207183620.1	WP_043757069.1,WP_075382097.1	WP_109952391.1	WP_109959726.1	2021.3407833333333
1375	5	5	WP_109891418.1	WP_207183034.1	WP_075381473.1	WP_245930678.1	WP_109961919.1	2018.02518
641	5	5	WP_109888938.1	WP_207182000.1	WP_075381148.1	WP_109949729.1	WP_109958918.1	2015.00845
144	5	5	WP_109886958.1	WP_207179460.1	WP_075380805.1	WP_109953664.1	WP_109959840.1	2012.915036363636
964	5	5	WP_109890047.1	WP_207179694.1	WP_043353293.1	WP_109950635.1	WP_109962169.1	2011.7510636363638
1339	5	5	WP_109891336.1	WP_207180935.1	WP_075381090.1	WP_109949965.1	WP_109958055.1	2008.229716666667
1636	5	6	WP_109889325.1,WP_109892086.1	WP_207179471.1	WP_043757447.1	WP_109950108.1	WP_109959844.1	2007.52373125
2001	5	5	WP_109894385.1	WP_207183385.1	WP_051976177.1	WP_109954159.1	WP_109958615.1	2005.6094818181818
642	5	5	WP_109888941.1	WP_048431557.1	WP_043355392.1	WP_109953937.1	WP_109960953.1	2001.516657894737
618	5	5	WP_109888867.1	WP_048427183.1	WP_043346993.1	WP_109949992.1	WP_109960944.1	2000.6894411764704
1945	5	5	WP_109894083.1	WP_048428468.1	WP_043386379.1	WP_109951524.1	WP_109962499.1	1999.4067923076923
1240	5	5	WP_109890941.1	WP_207177902.1	WP_075381410.1	WP_109950940.1	WP_109962139.1	1997.0468647058824
1126	5	5	WP_109890597.1	WP_207178174.1	WP_075380013.1	WP_109954295.1	WP_109957821.1	1994.586575
56	5	5	WP_109886760.1	WP_207178194.1	WP_043352298.1	WP_109953817.1	WP_109957840.1	1992.752016666667
334	5	5	WP_109887487.1	WP_207178323.1	WP_075381531.1	WP_109949686.1	WP_109962237.1	1991.486261111111
2791	5	7	WP_109888050.1,WP_236960664.1	WP_244748711.1,WP_244749107.1	WP_075380676.1	WP_109950233.1	WP_245443047.1	1990.1320857142857
4696	5	5	WP_109893803.1	WP_207182436.1	WP_075382046.1	WP_109949704.1	WP_109961184.1	1988.360672222222
2541	5	5	WP_109896884.1	WP_048428692.1	WP_043756806.1	WP_109952376.1	WP_109961791.1	1987.5387066666667
1137	5	5	WP_109890625.1	WP_058618411.1	WP_043349581.1	WP_204165224.1	WP_109957580.1	1985.8026240000002
1502	5	5	WP_109891667.1	WP_207178981.1	WP_075381501.1	WP_109953570.1	WP_109960295.1	1984.6258454545457
1689	5	5	WP_109892256.1	WP_207178880.1	WP_075379671.1	WP_109953746.1	WP_109957384.1	1982.3078916666666
1713	5	5	WP_109892316.1	WP_207181797.1	WP_043350885.1	WP_109953208.1	WP_109960095.1	1979.2459749999998
1839	5	5	WP_109893349.1	WP_048426109.1	WP_043353197.1	WP_109954321.1	WP_109960054.1	1976.8460049999999
1946	5	6	WP_109894085.1	WP_048428467.1	WP_075379788.1	WP_109950196.1,WP_109951525.1	WP_109961550.1	1976.1160166666668
2642	5	5	WP_194075195.1	WP_207182037.1	WP_051976358.1	WP_109949719.1	WP_109960768.1	1973.2220047619044
1113	5	5	WP_109890567.1	WP_048425756.1	WP_043758394.1	WP_109953059.1	WP_109959288.1	1971.3854333333331
2342	5	5	WP_109895778.1	WP_207179768.1	WP_075380971.1	WP_109951568.1	WP_109958460.1	1971.021117647059
2158	5	5	WP_109895232.1	WP_207183542.1	WP_043755956.1	WP_109951674.1	WP_109957758.1	1968.33630625
705	5	5	WP_109889271.1	WP_207180507.1	WP_053609374.1	WP_109950527.1	WP_109957460.1	1968.1301315789467
1585	5	5	WP_109891875.1	WP_207181782.1	WP_075380376.1	WP_109951850.1	WP_109959303.1	1967.5840181818182
1306	5	5	WP_109891256.1	WP_207179599.1	WP_075380512.1	WP_109950141.1	WP_109959434.1	1961.2385428571429
2882	5	5	WP_236961096.1	WP_244749074.1	WP_053608224.1	WP_245931118.1	WP_245442963.1	1961.0778266666666
1612	5	5	WP_109891941.1	WP_048428969.1	WP_043386340.1	WP_109953685.1	WP_048442592.1	1959.98625
734	5	5	WP_109889340.1	WP_048428716.1	WP_043352011.1	WP_109951878.1	WP_109961166.1	1958.7134875000002
2531	5	5	WP_109896798.1	WP_048429777.1	WP_043355066.1	WP_245931084.1	WP_109962388.1	1958.3736399999996
1252	5	5	WP_109890966.1	WP_207181733.1	WP_043381683.1	WP_109953914.1	WP_245442501.1	1958.2034466666667
1544	5	5	WP_109891775.1	WP_207177830.1	WP_043356540.1	WP_109953179.1	WP_109962260.1	1954.3669434782607
1587	5	5	WP_109891879.1	WP_207177877.1	WP_075380374.1	WP_109951854.1	WP_109961228.1	1953.4651999999999
1800	5	5	WP_109892785.1	WP_244538238.1	WP_043348264.1	WP_109952601.1	WP_245442731.1	1953.2858705882352
1092	5	5	WP_109890509.1	WP_207179590.1	WP_075380176.1	WP_109950913.1	WP_109959550.1	1951.122980769231
1840	5	5	WP_109893351.1	WP_207183360.1	WP_043346969.1	WP_109949722.1	WP_109957931.1	1950.544435714286
1135	5	5	WP_109890619.1	WP_048426397.1	WP_043384357.1	WP_109953469.1	WP_109957583.1	1950.5298
2014	5	5	WP_109894423.1	WP_207183139.1	WP_075380061.1	WP_109952387.1	WP_109961657.1	1949.7311900000004
2009	5	5	WP_109894407.1	WP_207183104.1	WP_075380223.1	WP_109951056.1	WP_109961712.1	1949.1058555555553
1009	5	5	WP_109890224.1	WP_207178234.1	WP_053608386.1	WP_109952994.1	WP_109957876.1	1948.8116944444441
615	5	5	WP_109888861.1	WP_207181920.1	WP_075379695.1	WP_109950714.1	WP_109960941.1	1948.394082352941
1334	5	5	WP_109891322.1	WP_207180527.1	WP_053609306.1	WP_109950588.1	WP_109957343.1	1944.7742933333334
127	5	5	WP_109886925.1	WP_207181649.1	WP_043383104.1	WP_109952454.1	WP_109958126.1	1943.248676923077
2293	5	5	WP_109895651.1	WP_207181310.1	WP_043357728.1	WP_109951429.1	WP_109959395.1	1939.9983904761903
1999	5	5	WP_109894379.1	WP_058619284.1	WP_053609921.1	WP_109951800.1	WP_109962345.1	1938.086223809524
1914	5	5	WP_109893823.1	WP_048425428.1	WP_075380106.1	WP_245930682.1	WP_245442941.1	1937.1774363636362
1654	5	5	WP_109892150.1	WP_207180651.1	WP_043355309.1	WP_109954163.1	WP_109961140.1	1936.5172766666665
1677	5	5	WP_109892220.1	WP_244276358.1	WP_043353509.1	WP_109953756.1	WP_109958426.1	1935.5230076923076
2890	5	5	WP_236961114.1	WP_048427015.1	WP_085987606.1	WP_109949497.1	WP_109961202.1	1935.057422727273
2562	5	5	WP_109896997.1	WP_058618799.1	WP_043380293.1	WP_109953671.1	WP_109961504.1	1920.3611384615388
2368	5	5	WP_109895850.1	WP_207178900.1	WP_075380043.1	WP_109953797.1	WP_109957371.1	1915.2305307692307
1991	5	5	WP_109894331.1	WP_207183016.1	WP_043389064.1	WP_109949554.1	WP_109961893.1	1913.1558923076923
381	5	5	WP_109887579.1	WP_207181385.1	WP_043350075.1	WP_109949748.1	WP_109958556.1	1911.9679444444446
924	5	5	WP_109889882.1	WP_048427150.1	WP_075379687.1	WP_109951892.1	WP_109959128.1	1910.181325
1338	5	5	WP_109891334.1	WP_207180927.1	WP_043351115.1	WP_109949966.1	WP_109958056.1	1909.8055277777776
2177	5	5	WP_109895280.1	WP_048427344.1	WP_075380053.1	WP_109952073.1	WP_109960435.1	1909.3200625
622	5	5	WP_109888875.1	WP_207182362.1	WP_043380107.1	WP_109954122.1	WP_109958039.1	1904.8860636363634
2809	5	5	WP_236960785.1	WP_244748784.1	WP_075381081.1	WP_109954041.1	WP_109957462.1	1903.3751526315789
2617	5	5	WP_194075133.1	WP_048427563.1	WP_075381264.1	WP_109952350.1	WP_109961497.1	1901.363211111111
1950	5	5	WP_109894093.1	WP_207183205.1	WP_043356258.1	WP_109951530.1	WP_109961544.1	1889.8998949999998
2747	5	6	WP_194075268.1,WP_236960486.1	WP_244748821.1	WP_043381265.1	WP_109952184.1	WP_245442586.1	1888.0322555555556
378	5	6	WP_109887575.1	WP_048430223.1	WP_043386430.1	WP_109950695.1	WP_109959194.1,WP_208642380.1	1885.8132541666666
1594	5	5	WP_109891895.1	WP_048427850.1	WP_075380370.1	WP_109953232.1	WP_109959318.1	1883.795726923077
2478	5	5	WP_109896532.1	WP_058619811.1	WP_043760158.1	WP_109954254.1	WP_109961297.1	1883.1334333333334
53	5	6	WP_109886754.1	WP_207181935.1	WP_043758616.1,WP_075380686.1	WP_109953813.1	WP_109960936.1	1881.4259333333332
47	5	5	WP_109886738.1	WP_207183281.1	WP_075380213.1	WP_109953806.1	WP_109962549.1	1876.847408333333
130	5	5	WP_109886930.1	WP_207181646.1	WP_020095258.1	WP_109952456.1	WP_109958123.1	1874.1735368421052
1273	5	5	WP_109891172.1	WP_048425981.1	WP_043385275.1	WP_109950702.1	WP_109958765.1	1874.093052380953
1560	5	5	WP_109891817.1	WP_048429955.1	WP_043347875.1	WP_109952552.1	WP_109958600.1	1862.5178999999998
1384	5	5	WP_109891438.1	WP_048430783.1	WP_043755651.1	WP_109951156.1	WP_109959403.1	1857.6150375
1746	5	5	WP_109892404.1	WP_048426578.1	WP_075380357.1	WP_109951788.1	WP_109959069.1	1856.4466714285718
376	5	5	WP_109887573.1	WP_207180578.1	WP_075380886.1	WP_109950692.1	WP_109959196.1	1853.5152000000005
2227	5	5	WP_109895500.1	WP_244748666.1	WP_083683678.1	WP_109952092.1	WP_109960250.1	1850.905288235294
1327	5	5	WP_109891308.1	WP_048431287.1	WP_075379722.1	WP_109951212.1	WP_109958018.1	1850.4923533333338
306	5	5	WP_109887450.1	WP_207183321.1	WP_043352614.1	WP_109950739.1	WP_109957666.1	1847.95025625
125	5	5	WP_109886922.1	WP_207181662.1	WP_075380408.1	WP_109952449.1	WP_109958130.1	1847.3985842105265
77	5	5	WP_109886805.1	WP_048429973.1	WP_075382145.1	WP_109951807.1	WP_109959206.1	1847.1545470588237
2443	5	5	WP_109896380.1	WP_048427128.1	WP_012322036.1	WP_066922248.1	WP_048427128.1	1846.6370222222222
186	5	5	WP_109887059.1	WP_207178496.1	WP_043381716.1	WP_109953168.1	WP_109957526.1	1845.538
777	5	5	WP_109889497.1	WP_207177864.1	WP_043353171.1	WP_109951904.1	WP_109958200.1	1840.2678785714286
2226	5	5	WP_109895498.1	WP_207179140.1	WP_043382597.1	WP_109952090.1	WP_109960251.1	1833.4728869565217
1605	5	5	WP_109891927.1	WP_048429196.1	WP_043386333.1	WP_109953688.1	WP_109962364.1	1824.4751899999999
280	5	6	WP_109887345.1	WP_207183229.1	WP_043389379.1	WP_109950287.1,WP_109951724.1	WP_109961856.1	1821.2328535714282
1545	5	5	WP_109891779.1	WP_207177829.1	WP_053609983.1	WP_109953178.1	WP_109959236.1	1818.0802176470588
2437	5	5	WP_109896319.1	WP_207181466.1	WP_075381512.1	WP_109950012.1	WP_109961108.1	1817.5640444444443
935	5	5	WP_109889947.1	WP_207181462.1	WP_075379763.1	WP_109949783.1	WP_109961104.1	1814.387695238095
1679	5	5	WP_109892224.1	WP_207178943.1	WP_043381765.1	WP_109953754.1	WP_109962166.1	1813.3000312499998
2837	5	6	WP_236960938.1	WP_207182650.1,WP_207183056.1	WP_053610230.1	WP_109949714.1	WP_109961819.1	1812.3770933333333
1739	5	5	WP_109892390.1	WP_207179100.1	WP_043347043.1	WP_109951782.1	WP_109959062.1	1811.7204909090908
1458	5	5	WP_109891580.1	WP_207180430.1	WP_043378658.1	WP_109951941.1	WP_245442773.1	1809.2254368421054
157	5	5	WP_109886990.1	WP_207178474.1	WP_043384901.1	WP_109949465.1	WP_048432113.1	1807.9485210526316
810	5	5	WP_109889570.1	WP_048430130.1	WP_043759600.1	WP_109950100.1	WP_109960777.1	1807.493173333333
516	5	5	WP_109888397.1	WP_207181728.1	WP_075379749.1	WP_109950479.1	WP_109960088.1	1807.0848600000004
729	5	5	WP_109889329.1	WP_207180436.1	WP_075379707.1	WP_245931025.1	WP_109960443.1	1806.623190909091
1728	5	5	WP_109892360.1	WP_207179519.1	WP_043357098.1	WP_109952563.1	WP_109960258.1	1805.9851
1747	5	5	WP_109892406.1	WP_048426579.1	WP_075380356.1	WP_109951789.1	WP_109959070.1	1804.977788888889
1698	5	5	WP_109892278.1	WP_048429483.1	WP_075381828.1	WP_245931078.1	WP_109960364.1	1795.6707857142862
2330	5	7	WP_109895746.1	WP_207178823.1	WP_043351653.1,WP_083683688.1	WP_109950131.1,WP_245930611.1	WP_109960006.1	1794.4613647058823
161	5	5	WP_109887003.1	WP_048426482.1	WP_043345829.1	WP_109949480.1	WP_109958609.1	1794.0713454545455
680	5	5	WP_109889049.1	WP_244748824.1	WP_075379841.1	WP_109951265.1	WP_245442874.1	1786.3127294117646
470	5	5	WP_109888086.1	WP_207183166.1	WP_043356449.1	WP_109953090.1	WP_109961602.1	1780.767285
2243	5	5	WP_109895534.1	WP_015928609.1	WP_010686167.1	WP_066917992.1	WP_015928609.1	1780.0697444444445
1845	5	5	WP_109893365.1	WP_207181242.1	WP_075379987.1	WP_109953253.1	WP_109960568.1	1777.3964533333335
1120	5	5	WP_109890581.1	WP_207177743.1	WP_043345289.1	WP_109953051.1	WP_109960184.1	1777.161261904762
2537	5	5	WP_109896847.1	WP_207178750.1	WP_075380025.1	WP_109952418.1	WP_109961320.1	1777.1551000000002
1763	5	5	WP_109892446.1	WP_207182996.1	WP_075381632.1	WP_109953114.1	WP_109961534.1	1771.211305882353
12	5	5	WP_109886651.1	WP_207181058.1	WP_075380767.1	WP_109952192.1	WP_208642227.1	1766.8117461538463
129	5	5	WP_109886929.1	WP_207181647.1	WP_075380123.1	WP_109954251.1	WP_109958124.1	1761.8836000000003
1195	5	5	WP_109890829.1	WP_207180978.1	WP_075379676.1	WP_245930827.1	WP_109962467.1	1761.1422562500002
1341	5	5	WP_109891340.1	WP_207180944.1	WP_075381091.1	WP_109949648.1	WP_109958051.1	1761.1272421052631
1401	5	5	WP_109891474.1	WP_207180597.1	WP_075379617.1	WP_109951193.1	WP_109961172.1	1758.5099600000003
4	5	5	WP_003603128.1	WP_048427828.1	WP_003603128.1	WP_003603128.1	WP_048427828.1	1757.5489769230771
2178	5	5	WP_109895282.1	WP_082171677.1	WP_043357961.1	WP_109952074.1	WP_245442539.1	1755.6701272727273
1390	5	5	WP_109891452.1	WP_048428731.1	WP_043383234.1	WP_109951163.1	WP_109961150.1	1755.0624363636364
554	5	5	WP_109888494.1	WP_048430708.1	WP_012319639.1	WP_204165327.1	WP_048430708.1	1754.6348933333334
2554	5	5	WP_109896966.1	WP_048430247.1	WP_043355214.1	WP_109952099.1	WP_109958219.1	1752.9793705882353
2265	5	5	WP_109895578.1	WP_048425813.1	WP_043351246.1	WP_109952599.1	WP_109960476.1	1752.5106050000002
1141	5	5	WP_109890639.1	WP_048426389.1	WP_075380166.1	WP_109953427.1	WP_109957575.1	1750.87948
453	5	5	WP_109887891.1	WP_048430260.1	WP_043346714.1	WP_109951142.1	WP_109958181.1	1750.5423684210523
1933	5	5	WP_109893979.1	WP_207182682.1	WP_010684574.1	WP_109953991.1	WP_109957424.1	1747.3361875
1789	5	6	WP_109892757.1,WP_109893162.1	WP_207179576.1	WP_075381389.1	WP_109953143.1	WP_109960108.1	1747.0401130434782
1107	5	5	WP_109890543.1	WP_207177753.1	WP_043758820.1	WP_109951124.1	WP_109959275.1	1744.7592411764706
1324	5	5	WP_109891302.1	WP_048431283.1	WP_043352094.1	WP_109951209.1	WP_109958014.1	1742.77379
833	5	5	WP_109889632.1	WP_207182126.1	WP_053609629.1	WP_109953980.1	WP_109960684.1	1737.7888304347828
1187	5	5	WP_109890809.1	WP_207183271.1	WP_043355705.1	WP_109952052.1	WP_109959661.1	1733.1909000000003
1317	5	5	WP_109891282.1	WP_048431061.1	WP_043381739.1	WP_109953488.1	WP_109957995.1	1728.9214230769228
626	5	5	WP_109888883.1	WP_048430234.1	WP_043353476.1	WP_109950824.1	WP_109959192.1	1725.6885538461538
347	5	5	WP_109887503.1	WP_048431432.1	WP_043348452.1	WP_109950688.1	WP_208642208.1	1720.381876923077
911	5	5	WP_109889842.1	WP_244748826.1	WP_075379822.1	WP_109950445.1	WP_109960572.1	1719.2809631578948
1091	5	5	WP_109890507.1	WP_048425441.1	WP_043353978.1	WP_109950912.1	WP_109959549.1	1716.7063133333331
2701	5	5	WP_236960171.1	WP_207178615.1	WP_053610826.1	WP_109952040.1	WP_245442446.1	1715.5662428571434
1193	5	5	WP_109890821.1	WP_048426805.1	WP_043355694.1	WP_109952059.1	WP_109959668.1	1712.9378636363638
1552	5	5	WP_109891795.1	WP_058619987.1	WP_043347488.1	WP_109952321.1	WP_109957944.1	1711.980917647059
2420	5	5	WP_109896245.1	WP_207180432.1	WP_043388640.1	WP_109951885.1	WP_109960441.1	1703.7193000000002
1687	5	5	WP_109892252.1	WP_048429143.1	WP_043351940.1	WP_109953749.1	WP_109957386.1	1703.186891666667
58	5	5	WP_109886763.1	WP_207178190.1	WP_075380218.1	WP_109953819.1	WP_109962104.1	1702.7535384615387
85	5	5	WP_109886821.1	WP_048431164.1	WP_043351688.1	WP_109951588.1	WP_048431164.1	1697.2372400000002
13	5	5	WP_109886652.1	WP_207181064.1	WP_053609049.1	WP_109952189.1	WP_245442588.1	1696.6794266666664
718	5	5	WP_109889302.1	WP_048428668.1	WP_053609197.1	WP_109951262.1	WP_245442873.1	1695.3951736842107
1758	5	5	WP_109892430.1	WP_207181778.1	WP_075380352.1	WP_109953119.1	WP_109959304.1	1693.2006818181815
986	5	5	WP_109890112.1	WP_058620248.1	WP_043346700.1	WP_109950506.1	WP_109961901.1	1682.5594625
501	5	5	WP_109888249.1	WP_048426417.1	WP_043350239.1	WP_109949763.1	WP_048447606.1	1678.5091999999997
2643	5	5	WP_194075197.1	WP_048428741.1	WP_075379892.1	WP_109949578.1	WP_162561109.1	1677.42428
2210	5	5	WP_109895468.1	WP_207179189.1	WP_075381262.1	WP_109952518.1	WP_109959327.1	1675.717018181818
2238	5	5	WP_109895522.1	WP_244749031.1	WP_043387375.1	WP_109952148.1	WP_109960333.1	1674.46313125
2229	5	5	WP_109895504.1	WP_207179554.1	WP_043760278.1	WP_109953129.1	WP_109960285.1	1671.5425318181815
669	5	5	WP_109889009.1	WP_207181179.1	WP_043381221.1	WP_109949985.1	WP_109959098.1	1670.7124173913048
1123	5	5	WP_109890589.1	WP_048425722.1	WP_075380515.1	WP_109953045.1	WP_245442498.1	1668.0907833333333
2183	5	5	WP_109895306.1	WP_048427458.1	WP_075380815.1	WP_109952166.1	WP_109961431.1	1665.805285714286
1965	5	5	WP_109894169.1	WP_244749053.1	WP_075380224.1	WP_109951546.1	WP_109961669.1	1665.3221413793103
1031	5	5	WP_109890275.1	WP_207180419.1	WP_075380756.1	WP_109950039.1	WP_162561097.1	1664.8295066666667
732	5	5	WP_109889336.1	WP_048430218.1	WP_043352005.1	WP_109951880.1	WP_109960446.1	1656.9637944444444
343	5	5	WP_109887498.1	WP_207183366.1	WP_043760351.1	WP_109950657.1	WP_245442616.1	1651.1181538461537
231	5	6	WP_109887209.1	WP_207181895.1,WP_207182835.1	WP_075379650.1	WP_109951677.1	WP_109960320.1	1648.4193571428575
802	5	5	WP_109889549.1	WP_048430904.1	WP_043385577.1	WP_109950087.1	WP_109958533.1	1648.1002153846155
342	5	5	WP_109887497.1	WP_207181083.1	WP_078947378.1	WP_109950656.1	WP_109958838.1	1645.8662636363638
396	5	5	WP_109887634.1	WP_207179539.1	WP_043386909.1	WP_245930691.1	WP_109960279.1	1642.8324499999999
2161	5	5	WP_109895238.1	WP_048431163.1	WP_075380818.1	WP_109952170.1	WP_109962483.1	1642.38884375
27	5	5	WP_109886684.1	WP_048427835.1	WP_043353820.1	WP_109951461.1	WP_109959301.1	1640.2495454545453
51	5	5	WP_109886750.1	WP_058619412.1	WP_043384389.1	WP_109953811.1	WP_109957860.1	1640.0994769230774
806	5	5	WP_109889561.1	WP_048430919.1	WP_043387537.1	WP_109950095.1	WP_109960749.1	1639.1861090909092
2466	5	5	WP_109896482.1	WP_244748927.1	WP_083683311.1	WP_109954102.1	WP_109958015.1	1635.3719450000003
2122	5	5	WP_109895140.1	WP_048428671.1	WP_043355353.1	WP_109951913.1	WP_109958745.1	1632.3994999999998
583	5	5	WP_109888589.1	WP_207179623.1	WP_043755835.1	WP_109952138.1	WP_167450817.1	1632.3619923076924
2288	5	5	WP_109895641.1	WP_207179055.1	WP_075380391.1	WP_109951433.1	WP_109961411.1	1628.0061285714287
1228	5	5	WP_109890917.1	WP_207183216.1	WP_043380129.1	WP_109953838.1	WP_109961843.1	1626.6612653846155
2207	5	5	WP_109895462.1	WP_058619314.1	WP_075380499.1	WP_109952576.1	WP_245443004.1	1622.0226357142858
1596	5	5	WP_109891899.1	WP_207181769.1	WP_043356991.1	WP_109953230.1	WP_109959316.1	1616.6921
1588	5	5	WP_109891881.1	WP_048428147.1	WP_075380372.1	WP_109951856.1	WP_109961229.1	1615.4550217391304
2344	5	5	WP_109895786.1	WP_048429275.1	WP_043387837.1	WP_109951564.1	WP_109958463.1	1612.1594000000005
2415	5	5	WP_109896231.1	WP_207180518.1	WP_075381083.1	WP_109950523.1	WP_109957465.1	1601.1045428571426
652	5	5	WP_109888965.1	WP_207177763.1	WP_075380797.1	WP_109950552.1	WP_109961938.1	1600.486490909091
236	5	7	WP_109887224.1,WP_109892045.1,WP_109895392.1	WP_048429577.1	WP_043757105.1	WP_109952254.1	WP_109961660.1	1597.0872631578945
2208	5	5	WP_109895464.1	WP_048430564.1	WP_083683486.1	WP_109952574.1	WP_109959330.1	1593.9782777777777
2536	5	5	WP_109896846.1	WP_053221143.1	WP_043348759.1	WP_109952030.1	WP_109957947.1	1582.388148
2878	5	5	WP_236961076.1	WP_048461345.1	WP_075381573.1	WP_109953361.1	WP_109961252.1	1579.472847368421
122	5	5	WP_109886913.1	WP_207181246.1	WP_043354656.1	WP_109951555.1	WP_109960562.1	1577.63185
286	5	7	WP_109887358.1,WP_236961067.1	WP_207182474.1	WP_075380089.1	WP_245930642.1,WP_245931047.1	WP_109957671.1	1573.963115
919	5	5	WP_109889869.1	WP_048426825.1	WP_075380872.1	WP_109950713.1	WP_109961882.1	1569.6164230769232
846	5	5	WP_109889661.1	WP_207182059.1	WP_043346841.1	WP_109950422.1	WP_109960736.1	1566.90048125
1249	5	5	WP_109890960.1	WP_048430017.1	WP_043352407.1	WP_109953920.1	WP_109960205.1	1564.2957850000003
1289	5	5	WP_109891218.1	WP_048429876.1	WP_043351205.1	WP_109950723.1	WP_109961069.1	1563.0000166666669
1322	5	5	WP_109891298.1	WP_207182342.1	WP_043760456.1	WP_109953481.1	WP_109958009.1	1561.6963384615385
183	5	5	WP_109887053.1	WP_048427657.1	WP_075379733.1	WP_109953736.1	WP_109962308.1	1560.2085200000001
2805	5	5	WP_236960750.1	WP_207182351.1	WP_075379696.1	WP_109950715.1	WP_109958031.1	1559.9788
497	5	5	WP_109888238.1	WP_207182256.1	WP_043381613.1	WP_109951201.1	WP_109959002.1	1557.8290133333335
1519	5	5	WP_109891709.1	WP_058618808.1	WP_043380473.1	WP_109949841.1	WP_109957828.1	1557.5748909090908
947	5	5	WP_109889981.1	WP_207182304.1	WP_075381256.1	WP_109950155.1	WP_109958694.1	1554.0267700000002
518	5	5	WP_109888405.1	WP_122982768.1	WP_043357854.1	WP_109950410.1	WP_245442962.1	1552.15198
31	5	5	WP_109886692.1	WP_207181789.1	WP_043380418.1	WP_109951456.1	WP_109959293.1	1549.8189000000002
2175	5	5	WP_109895274.1	WP_058616993.1	WP_081948571.1	WP_204165174.1	WP_109961421.1	1549.0809100000001
1703	5	5	WP_109892294.1	WP_207177838.1	WP_075381832.1	WP_109953218.1	WP_109957318.1	1543.5484454545453
862	5	5	WP_109889711.1	WP_244749070.1	WP_043759579.1	WP_109950004.1	WP_109961095.1	1535.5938833333337
878	5	5	WP_109889742.1	WP_048428913.1	WP_075380311.1	WP_109950603.1	WP_109958244.1	1534.7689285714282
2513	5	5	WP_109896656.1	WP_048429488.1	WP_043354732.1	WP_109954311.1	WP_109962376.1	1534.0769799999998
2438	5	5	WP_109896335.1	WP_207182303.1	WP_043388080.1	WP_109950154.1	WP_109958695.1	1533.5047153846156
140	5	5	WP_109886949.1	WP_207181630.1	WP_075380130.1	WP_109952471.1	WP_109958107.1	1530.166109090909
415	5	5	WP_109887775.1	WP_048425782.1	WP_053610674.1	WP_109949899.1	WP_109960404.1	1524.7493086956522
2746	5	5	WP_236960475.1	WP_244748549.1	WP_075381354.1	WP_245930586.1	WP_109959233.1	1524.6003473684211
2093	5	5	WP_109895077.1	WP_207177730.1	WP_075380245.1	WP_109953355.1	WP_109960162.1	1523.7581368421056
623	5	5	WP_109888877.1	WP_048427999.1	WP_043381746.1	WP_109950939.1	WP_109958038.1	1510.6171777777777
1511	5	5	WP_109891691.1	WP_207178733.1	WP_075380103.1	WP_109953394.1	WP_109959625.1	1507.9608454545457
595	5	5	WP_109888681.1	WP_207178853.1	WP_043756910.1	WP_109951316.1	WP_109957408.1	1501.8946285714285
69	5	5	WP_109886791.1	WP_244749106.1	WP_043760835.1	WP_245931022.1	WP_245442918.1	1500.669435714286
2146	5	5	WP_109895194.1	WP_207182441.1	WP_075380252.1	WP_109952110.1	WP_109960504.1	1496.8575818181819
699	5	5	WP_109889253.1	WP_207178408.1	WP_043379333.1	WP_109950850.1	WP_109961978.1	1495.7726681818183
1032	5	5	WP_109890277.1	WP_048428357.1	WP_043349301.1	WP_109950040.1	WP_109962032.1	1493.5870411764708
1734	5	5	WP_109892376.1	WP_058617822.1	WP_053608696.1	WP_109952536.1	WP_109959079.1	1483.759722222222
522	5	5	WP_109888412.1	WP_244749060.1	WP_236953005.1	WP_204165261.1	WP_109962307.1	1481.453023076923
2349	5	5	WP_109895802.1	WP_207179776.1	WP_051045115.1	WP_109953545.1	WP_109958469.1	1481.3306909090907
3178	5	5	WP_109896868.1	WP_207179011.1	WP_043756430.1	WP_109952224.1	WP_109959702.1	1480.7829000000002
1077	5	5	WP_109890475.1	WP_207183400.1	WP_075381979.1	WP_109950143.1	WP_109962442.1	1479.3506312499999
